Categoría;Pregunta;Respuesta
Acero de Refuerzo y Recubrimientos;¿Cómo se verifica los separadores de acero en obra?;"No es recomendable. Deben ser estables, resistentes y de la dimensión exacta; los trozos absorben agua y se mueven. Debe revisarse tipo, altura y estabilidad."
Acero de Refuerzo y Recubrimientos;¿Qué error frecuente se comete con los separadores de acero?;El error frecuente es apoyar el acero en piedras sueltas. Esto puede causar recubrimiento irregular.
Acero de Refuerzo y Recubrimientos;¿Qué consecuencias puede tener el error de apoyar el acero en piedras sueltas?;Este error puede generar recubrimiento irregular. La acción correcta es usar separadores adecuados.
Acero de Refuerzo y Recubrimientos;¿Por qué es importante controlar los separadores de acero?;"Porque una ejecución incorrecta puede causar recubrimiento irregular. La referencia correcta es: No es recomendable. Deben ser estables, resistentes y de la dimensión exacta; los trozos absorben agua y se mueven."
Acero de Refuerzo y Recubrimientos;¿Se puede usar fierro oxidado?;La oxidación superficial puede limpiarse si no hay pérdida de sección ni picaduras. El acero con escamas o diámetro reducido debe rechazarse o evaluarse.
Acero de Refuerzo y Recubrimientos;¿Cuál es la forma correcta de resolver el acero oxidado en una vivienda autoconstruida?;La oxidación superficial puede limpiarse si no hay pérdida de sección ni picaduras. El acero con escamas o diámetro reducido debe rechazarse o evaluarse.
Acero de Refuerzo y Recubrimientos;¿Cómo se verifica el acero oxidado en obra?;La oxidación superficial puede limpiarse si no hay pérdida de sección ni picaduras. El acero con escamas o diámetro reducido debe rechazarse o evaluarse. Debe revisarse diámetro, picaduras y escamas.
Acero de Refuerzo y Recubrimientos;¿Qué error frecuente se comete con el acero oxidado?;El error frecuente es usar barras con pérdida visible. Esto puede causar menor capacidad.
Acero de Refuerzo y Recubrimientos;¿Qué consecuencias puede tener el error de usar barras con pérdida visible?;Este error puede generar menor capacidad. La acción correcta es reemplazar el acero comprometido.
Acero de Refuerzo y Recubrimientos;¿Por qué es importante controlar el acero oxidado?;Porque una ejecución incorrecta puede causar menor capacidad. La referencia correcta es: La oxidación superficial puede limpiarse si no hay pérdida de sección ni picaduras. El acero con escamas o diámetro reducido debe rechazarse o evaluarse.
Ladrillos y Unidades de Albañilería;¿Se puede usar ladrillo pandereta en un muro portante?;No. Es una unidad para tabiques o usos no estructurales y no debe formar los muros principales de albañilería confinada.
Ladrillos y Unidades de Albañilería;¿Qué establece el RNE sobre el ladrillo pandereta en muros portantes?;No. Es una unidad para tabiques o usos no estructurales y no debe formar los muros principales de albañilería confinada.
Ladrillos y Unidades de Albañilería;¿Cómo se verifica el ladrillo pandereta en muros portantes en obra?;No. Es una unidad para tabiques o usos no estructurales y no debe formar los muros principales de albañilería confinada. Debe revisarse tipo de unidad y función del muro.
Ladrillos y Unidades de Albañilería;¿Qué error frecuente se comete con el ladrillo pandereta en muros portantes?;El error frecuente es construir muros principales con pandereta. Esto puede causar fragilidad y mal desempeño sísmico.
Ladrillos y Unidades de Albañilería;¿Qué consecuencias puede tener el error de construir muros principales con pandereta?;Este error puede generar fragilidad y mal desempeño sísmico. La acción correcta es usar una unidad portante.
Ladrillos y Unidades de Albañilería;¿Por qué es importante controlar el ladrillo pandereta en muros portantes?;Porque una ejecución incorrecta puede causar fragilidad y mal desempeño sísmico. La referencia correcta es: No. Es una unidad para tabiques o usos no estructurales y no debe formar los muros principales de albañilería confinada.
Ladrillos y Unidades de Albañilería;¿Se puede construir tres pisos con ladrillo artesanal?;"La E.070 limita las unidades artesanales según sismicidad y altura. En varios pisos se requiere unidad clasificada, ensayos y diseño; no cualquier ladrillo artesanal."
Ladrillos y Unidades de Albañilería;¿Qué establece el RNE sobre el ladrillo artesanal en varios pisos?;"La E.070 limita las unidades artesanales según sismicidad y altura. En varios pisos se requiere unidad clasificada, ensayos y diseño; no cualquier ladrillo artesanal."
Ladrillos y Unidades de Albañilería;¿Cómo se verifica el ladrillo artesanal en varios pisos en obra?;"La E.070 limita las unidades artesanales según sismicidad y altura. En varios pisos se requiere unidad clasificada, ensayos y diseño; no cualquier ladrillo artesanal. Debe revisarse clasificación, resistencia y número de pisos."
Ladrillos y Unidades de Albañilería;¿Qué error frecuente se comete con el ladrillo artesanal en varios pisos?;El error frecuente es usar artesanal sin ensayos. Esto puede causar muros débiles.
Ladrillos y Unidades de Albañilería;¿Qué consecuencias puede tener el error de usar artesanal sin ensayos?;Este error puede generar muros débiles. La acción correcta es usar unidades conformes.
Ladrillos y Unidades de Albañilería;¿Por qué es importante controlar el ladrillo artesanal en varios pisos?;"Porque una ejecución incorrecta puede causar muros débiles. La referencia correcta es: La E.070 limita las unidades artesanales según sismicidad y altura. En varios pisos se requiere unidad clasificada, ensayos y diseño; no cualquier ladrillo artesanal."
Ladrillos y Unidades de Albañilería;¿Cómo sé si un ladrillo sirve para muro portante?;Debe ser una unidad estructural con geometría, resistencia y porcentaje de vacíos compatibles con la E.070 y datos o ensayos del fabricante.
Ladrillos y Unidades de Albañilería;¿Existe una medida mínima universal para la identificación de una unidad portante?;Debe ser una unidad estructural con geometría, resistencia y porcentaje de vacíos compatibles con la E.070 y datos o ensayos del fabricante.
Ladrillos y Unidades de Albañilería;¿Cómo se verifica la identificación de una unidad portante en obra?;Debe ser una unidad estructural con geometría, resistencia y porcentaje de vacíos compatibles con la E.070 y datos o ensayos del fabricante. Debe revisarse marca, ficha, dimensiones y ensayos.
Ladrillos y Unidades de Albañilería;¿Qué error frecuente se comete con la identificación de una unidad portante?;El error frecuente es elegirlo solo porque parece duro. Esto puede causar unidad inadecuada.
Ladrillos y Unidades de Albañilería;¿Qué consecuencias puede tener el error de elegirlo solo porque parece duro?;Este error puede generar unidad inadecuada. La acción correcta es exigir clasificación y trazabilidad.
Ladrillos y Unidades de Albañilería;¿Por qué es importante controlar la identificación de una unidad portante?;Porque una ejecución incorrecta puede causar unidad inadecuada. La referencia correcta es: Debe ser una unidad estructural con geometría, resistencia y porcentaje de vacíos compatibles con la E.070 y datos o ensayos del fabricante.
Ladrillos y Unidades de Albañilería;¿Cuántos días debe tener un bloque de concreto antes de usarlo?;La E.070 exige que las unidades de concreto tengan por lo menos 28 días de edad.
Ladrillos y Unidades de Albañilería;¿Qué establece el RNE sobre la edad de bloques de concreto?;La E.070 exige que las unidades de concreto tengan por lo menos 28 días de edad.
Ladrillos y Unidades de Albañilería;¿Cómo se verifica la edad de bloques de concreto en obra?;La E.070 exige que las unidades de concreto tengan por lo menos 28 días de edad. Debe revisarse fecha de fabricación y lote.
Ladrillos y Unidades de Albañilería;¿Qué error frecuente se comete con la edad de bloques de concreto?;El error frecuente es usar bloques recién fabricados. Esto puede causar retracción y fisuras.
Ladrillos y Unidades de Albañilería;¿Qué consecuencias puede tener el error de usar bloques recién fabricados?;Este error puede generar retracción y fisuras. La acción correcta es esperar 28 días.
Ladrillos y Unidades de Albañilería;¿Por qué es importante controlar la edad de bloques de concreto?;Porque una ejecución incorrecta puede causar retracción y fisuras. La referencia correcta es: La E.070 exige que las unidades de concreto tengan por lo menos 28 días de edad.
Ladrillos y Unidades de Albañilería;¿Los ladrillos deben mojarse antes de asentarlos?;Las unidades de arcilla deben acondicionarse según su absorción: no polvorientas y secas ni saturadas chorreando.
Ladrillos y Unidades de Albañilería;¿Cuál es la forma correcta de resolver el humedecimiento de ladrillos en una vivienda autoconstruida?;Las unidades de arcilla deben acondicionarse según su absorción: no polvorientas y secas ni saturadas chorreando.
Ladrillos y Unidades de Albañilería;¿Cómo se verifica el humedecimiento de ladrillos en obra?;Las unidades de arcilla deben acondicionarse según su absorción: no polvorientas y secas ni saturadas chorreando. Debe revisarse absorción y humedad superficial.
Ladrillos y Unidades de Albañilería;¿Qué error frecuente se comete con el humedecimiento de ladrillos?;El error frecuente es asentar ladrillo totalmente seco. Esto puede causar mala adherencia.
Ladrillos y Unidades de Albañilería;¿Qué consecuencias puede tener el error de asentar ladrillo totalmente seco?;Este error puede generar mala adherencia. La acción correcta es humedecer uniformemente.
Ladrillos y Unidades de Albañilería;¿Por qué es importante controlar el humedecimiento de ladrillos?;Porque una ejecución incorrecta puede causar mala adherencia. La referencia correcta es: Las unidades de arcilla deben acondicionarse según su absorción: no polvorientas y secas ni saturadas chorreando.
Ladrillos y Unidades de Albañilería;¿Se pueden usar ladrillos fisurados en un muro portante?;Las unidades fisuradas, muy despostilladas o deformadas deben separarse. Los cortes se hacen limpiamente.
Ladrillos y Unidades de Albañilería;¿Cuál es la forma correcta de resolver los ladrillos rajados en una vivienda autoconstruida?;Las unidades fisuradas, muy despostilladas o deformadas deben separarse. Los cortes se hacen limpiamente.
Ladrillos y Unidades de Albañilería;¿Cómo se verifica los ladrillos rajados en obra?;Las unidades fisuradas, muy despostilladas o deformadas deben separarse. Los cortes se hacen limpiamente. Debe revisarse fisuras, aristas y alabeo.
Ladrillos y Unidades de Albañilería;¿Qué error frecuente se comete con los ladrillos rajados?;El error frecuente es rellenar hiladas con fragmentos. Esto puede causar pérdida de área resistente.
Ladrillos y Unidades de Albañilería;¿Qué consecuencias puede tener el error de rellenar hiladas con fragmentos?;Este error puede generar pérdida de área resistente. La acción correcta es reemplazar unidades defectuosas.
Ladrillos y Unidades de Albañilería;¿Por qué es importante controlar los ladrillos rajados?;Porque una ejecución incorrecta puede causar pérdida de área resistente. La referencia correcta es: Las unidades fisuradas, muy despostilladas o deformadas deben separarse. Los cortes se hacen limpiamente.
